0	0.328028666
0.00010714	0.33083041
9.995E-05	0.333810301
0.00022731	0.357486927
0.00032493	0.360769203
0.00037027	0.360513951
0.00060456	0.363165071
0.00055963	0.370076935
0.00071281	0.383329223
0.00080238	0.376045502
0.00096608	0.386028738
0.00101821	0.397186841
0.00129023	0.397359721
0.00131884	0.404550494
0.00157163	0.420583827
0.00155833	0.417808195
0.00164646	0.427319213
0.00174683	0.442197384
0.00191186	0.429704083
0.00205773	0.43038411
0.00191805	0.451528338
0.00217924	0.43699743
0.00231971	0.451503985
0.00243715	0.464451351
0.00251331	0.457935034
0.00260323	0.465259918
0.00276889	0.468416371
0.00283753	0.472922564
0.00281944	0.469150026
0.00295627	0.481994239
0.00274071	0.47741545
0.00311394	0.479048574
0.00303192	0.493355525
0.00305883	0.492666527
0.00314833	0.49699871
0.00331122	0.495469119
0.00320293	0.487235411
0.00320978	0.494361504
0.00324458	0.500379568
0.00331483	0.501568135
0.0032624	0.504001137
0.00337732	0.519115339
0.00330372	0.507161272
0.00341492	0.508520748
0.00346156	0.511836533
0.00345225	0.518282626
0.00328968	0.527523265
0.00338712	0.52288767
0.00341387	0.51347833
0.00345306	0.526614702
0.00342065	0.526975666
0.00354584	0.540026723
0.00351802	0.52416398
0.00343623	0.539952286
0.00355322	0.532808039
0.0034698	0.546566502
0.0036027	0.543326408
0.0035135	0.537634647
0.00362738	0.551015889
0.00362924	0.557130163
0.00350994	0.558671799
0.00353404	0.557641675
0.00353932	0.56877455
0.00356179	0.554501052
0.00363185	0.575298975
0.0035668	0.570479261
0.00366286	0.545005609
0.00364603	0.556539582
0.00356822	0.564864819
0.00360759	0.575978871
0.00376305	0.572863187
0.00369951	0.572923833
0.00366347	0.582887978
0.00367702	0.5845495
0.00378612	0.589531124
0.00371455	0.591804264
0.00377595	0.57579507
0.00373607	0.583833151
0.0038292	0.599673486
0.00373288	0.605187292
0.00371998	0.606203323
0.00381316	0.60657265
0.00371062	0.616406545
0.00380885	0.609749877
0.00380673	0.611399775
0.00383965	0.600890087
0.00378524	0.62244823
0.00381849	0.618956586
0.00383616	0.620106074
0.00380983	0.617811208
0.00388796	0.627822479
0.00385588	0.625872485
0.00383039	0.627395346
0.0038495	0.632704997
0.00377749	0.63720262
0.00387856	0.627526485
0.00392571	0.636088489
0.0039672	0.641346595
0.00400017	0.637034242
0.00388417	0.642963722
0.00389008	0.654226157
0.00381339	0.650983436
0.00395097	0.642162518
0.00389684	0.651687422
0.00399232	0.658562186
0.00394715	0.650865873
0.00396198	0.650970336
0.00411665	0.652760212
0.00402981	0.656599981
0.00410501	0.678953323
0.00402305	0.66970348
0.0040038	0.667863947
0.00419002	0.668310234
0.00400964	0.684796638
0.00426946	0.671691195
0.00409304	0.680995163
0.00422156	0.681619721
0.00423169	0.673486167
0.00425165	0.679857093
0.00430087	0.6807918
0.00423921	0.686814967
0.00442306	0.679321753
0.00450394	0.695654087
0.00442415	0.690214848
0.00444832	0.690002143
0.00450478	0.697934886
0.00457419	0.695803152
0.0046696	0.708077551
0.00471845	0.686341535
0.00461502	0.717300035
0.0046947	0.703312279
0.00476038	0.712305856
0.00496425	0.709724581
0.00482618	0.713615178
0.00493773	0.709761951
0.00488236	0.710248586
0.0049907	0.715786696
0.00513866	0.733895129
0.0050489	0.721792687
0.00512665	0.728119287
0.00520257	0.724870043
0.00532311	0.726986816
0.00526167	0.730406016
0.0051605	0.736000319
0.00536947	0.745227216
0.00550528	0.740834746
0.00515484	0.737586399
0.00555827	0.754886348
0.00576793	0.748977987
0.00554784	0.758046649
0.00582614	0.751027604
0.00601371	0.76346017
0.00589687	0.754744936
0.00594949	0.764478945
0.00614814	0.773950056
0.00595904	0.762562053
0.0060176	0.766362536
0.00628728	0.757170595
0.00633157	0.778993465
0.00633345	0.771163523
0.00638549	0.780512458
0.00628975	0.765622931
0.00654342	0.783630218
0.00641483	0.787879
0.00631671	0.788036271
0.00654105	0.782436038
0.00660712	0.791795936
0.00680466	0.789798995
0.00649562	0.798299318
0.00688766	0.791820344
0.00687225	0.807066608
0.00667343	0.806663331
0.00666251	0.797275027
0.00673644	0.808462736
0.00700876	0.804021244
0.00702019	0.810048954
0.00691695	0.822647132
0.00698741	0.810102871
0.00716031	0.812615336
0.00714862	0.831230193
0.00716154	0.82902434
0.00705102	0.828549219
0.00729244	0.820201961
0.00745561	0.842577655
0.00741921	0.843881048
0.00740527	0.832273928
